battery_id,ship_name,ship_type,country,battery_name,observed_code,observed_left,latent_left,latent_minus_observed,rounded_latent,rounded_delta,internal_exact,internal_mae,internal_max_abs,range_yards,shell_size_inch,rate_of_fire,damage_rating,best_true_code,p_observed_code,p_best_true_code,observed_code_mu,best_code_mu,observed_code_z,best_code_z,log_likelihood_gain_best_vs_observed,is_reassigned_by_em,review_score
169,Sissoi Veliki (1905),Battleship,Russia,152mm/45 M1892,W,8.0,8.213598806047331,0.21359880604733128,8,0.0,0.925,0.075,1.0,12199.0,6.0,3.0,16.0,W,0.9439584655176687,0.9439584655176687,9.600409617594442,9.600409617594442,-1.451341247734796,-1.451341247734796,0.0,False,0.05604153448233129
170,Sissoi Veliki (1905),Battleship,Russia,120mm/45 M1891,Y,7.0,7.145749736315042,0.14574973631504218,7,0.0,0.95,0.05,1.0,10800.0,4.7,5.0,12.0,Y,0.9928094000740182,0.9928094000740182,7.835610940906682,7.835610940906682,-0.7219615055631892,-0.7219615055631892,0.0,False,0.007190599925981811
171,Navarin(1905),Battleship,Russia,305mm/35 M1885,Q,14.0,13.814554117336762,-0.18544588266323814,14,0.0,0.975,0.025,1.0,10678.0,12.0,0.4,38.0,Q,0.99979686134004,0.99979686134004,13.506626282430805,13.506626282430805,0.322256189815913,0.322256189815913,0.0,False,0.00020313865996002267
172,Navarin(1905),Battleship,Russia,152mm/35 M1887,W,8.0,8.180023609033878,0.18002360903387782,8,0.0,0.95,0.05,1.0,8170.0,6.0,1.5,16.0,W,0.9406600045948239,0.9406600045948239,9.600409617594442,9.600409617594442,-1.4864787502122143,-1.4864787502122143,0.0,False,0.059339995405176094
173,Inflexible,Battleship,Britain,16''/18 RML Mk 1,Z,7.0,7.145749736315042,0.14574973631504218,7,0.0,0.95,0.05,1.0,6379.0,16.0,0.5,54.0,Z,0.934294896060294,0.934294896060294,5.5645389445571,5.5645389445571,1.6547869574809255,1.6547869574809255,0.0,False,0.06570510393970597
174,Centurion,Battleship,Britain,10''/32 BL Mks II-IV,T,10.0,10.180380619727677,0.18038061972767672,10,0.0,0.95,0.05,1.0,11532.0,10.0,0.6,32.0,T,0.990896027216565,0.990896027216565,9.991275791723314,9.991275791723314,0.1979041659780151,0.1979041659780151,0.0,False,0.009103972783435
175,Centurion,Battleship,Britain,4.7''/40 Mk I - IV,Y,7.0,7.145749736315042,0.14574973631504218,7,0.0,0.95,0.05,1.0,7152.0,4.7,4.5,12.0,Y,0.9928094000740182,0.9928094000740182,7.835610940906682,7.835610940906682,-0.7219615055631892,-0.7219615055631892,0.0,False,0.007190599925981811
176,Dreadnought,Battleship,Britain,12.0''/45 BL Mk X,Q,14.0,13.814554117336762,-0.18544588266323814,14,0.0,0.975,0.025,1.0,16450.0,12.0,2.0,40.0,Q,0.99979686134004,0.99979686134004,13.506626282430805,13.506626282430805,0.322256189815913,0.322256189815913,0.0,False,0.00020313865996002267
177,Edgar,LightCruiser,Britain,9.2''/32 BL Mk VI,T,10.0,10.180380619727677,0.18038061972767672,10,0.0,0.95,0.05,1.0,11400.0,9.2,1.2,28.0,T,0.990896027216565,0.990896027216565,9.991275791723314,9.991275791723314,0.1979041659780151,0.1979041659780151,0.0,False,0.009103972783435
178,Edgar,LightCruiser,Britain,"6''/40 QF Mk I,II,III",T,8.0,9.083563223011367,1.0835632230113674,9,1.0,0.775,0.225,1.0,11413.0,6.0,6.0,16.0,T,0.9766616121147617,0.9766616121147617,9.991275791723314,9.991275791723314,-0.9499498281162635,-0.9499498281162635,0.0,False,0.5233383878852383
179,Edgar,LightCruiser,Britain,"6''/40 QF Mk I,II,III",Y,7.0,7.179758862633278,0.17975886263327823,7,0.0,0.925,0.075,1.0,9848.0,6.0,6.0,16.0,Y,0.9931473999049807,0.9931473999049807,7.835610940906682,7.835610940906682,-0.6863698823842389,-0.6863698823842389,0.0,False,0.006852600095019312
180,Orlando,ArmoredCruiser,Britain,"9.2''/32 BL Mk V, VI",Y,9.0,8.953909765106445,-0.04609023489355479,9,0.0,0.975,0.025,1.0,10000.0,9.2,1.0,28.0,Y,0.9730961446496179,0.9730961446496179,7.835610940906682,7.835610940906682,1.1703349853782876,1.1703349853782876,0.0,False,0.02690385535038209
181,Orlando,ArmoredCruiser,Britain,"6''/26 BL Mk III, IV, VI",Y,7.0,7.179758862633278,0.17975886263327823,7,0.0,0.925,0.075,1.0,8830.0,6.0,4.0,16.0,Y,0.9931473999049807,0.9931473999049807,7.835610940906682,7.835610940906682,-0.6863698823842389,-0.6863698823842389,0.0,False,0.006852600095019312
182,Iris,LightCruiser,Britain,6'' RML 64pdr MK III,U,9.0,8.651408514909367,-0.3485914850906333,9,0.0,1.0,0.0,0.0,5276.0,6.0,2.5,14.0,U,0.9773148273954831,0.9773148273954831,7.966290327197067,7.966290327197067,0.7169977888266509,0.7169977888266509,0.0,False,0.022685172604516857
183,Apollo,LightCruiser,Britain,"6''/40 QF Mk I,II,III",T,10.0,10.209473789931168,0.2094737899311685,10,0.0,0.925,0.075,1.0,11921.0,6.0,6.0,16.0,T,0.9909605880774901,0.9909605880774901,9.991275791723314,9.991275791723314,0.22835108605689144,0.22835108605689144,0.0,False,0.009039411922509899
184,Apollo,LightCruiser,Britain,4.7''/40 QF Type 41,Y,7.0,7.686698808640291,0.6866988086402914,8,1.0,0.8,0.2,1.0,9899.0,4.7,6.0,12.0,Y,0.9950409283226725,0.9950409283226725,7.835610940906682,7.835610940906682,-0.15584124240079225,-0.15584124240079225,0.0,False,0.5049590716773275
185,Phoenix,LightCruiser,Britain,4''/27 BL Mk II-VI,Y,9.0,8.953871666051551,-0.04612833394844884,9,0.0,0.975,0.025,1.0,7691.0,4.0,6.0,9.0,Y,0.9730981020529328,0.9730981020529328,7.835610940906682,7.835610940906682,1.170295113515877,1.170295113515877,0.0,False,0.02690189794706721
